OwnerUserId,Post_body
"4843","Can the scaling values in a linear discriminant analysis (LDA) be used to plot explanatory variables on the linear discriminants?,Effect of %in% in a model formula?,How to get the confidence interval around the variable importance generated by randomForest?,How to set limits using constrOptim in R?,In R, given an output from optim with a hessian matrix, how to calculate parameter confidence intervals using the hessian matrix?,Is an implementation of a density function for a logit-normal distribution available in R?,Is there a general method for simulating data from a formula or analysis available?,What is an appropriate method for providing bounds when performing maximum likelihood parameter estimation?,What is the distribution of the error around logistic growth data?"
"12417","How can I align/synchronize two signals?"
"51962","Multivariate Time Series"
"14335","Rater's agreement for each item"
"14730","Accuracy vs. time complexity comparison between ML algorithms,Are clusters in social sciences globular?,Automatic generation of crosswords,Can machine learning methods be somehow helpful in solving differential equations?,Can p-values for Pearson's correlation test be computed just from correlation coefficient and sample size?,Can we estimate value of missing correlation in a given correlation matrix?,Can we see shape of normal curve somewhere in nature?,Categorization scheme of regression techniques,Classification tasks where machines achieve significantly higher accuracy than humans,Classification with increasing number of classes,Clustering time series with wavelets in R,Correlation based on one object,Do skewness and kurtosis uniquely determine type of distribution?,Does it make sense to compute confidence intervals and to test hypotheses when data from whole population is available?,Examples of machine learning in personal computers,Had statisticians predicted 2008 financial crisis?,How can rough sets be applied in data mining?,How can statistical tests be categorized?,How robust are multivariate methods to violations of normality?,How to calculate p-value for t-test if original data is not available?,How to interpret this correspondence analysis plot with individuals as nominal variable?,How to interpret this PCA biplot coming from a survey of what areas people are interested in?,How to measure shape of cluster?,How to test group differences when neither parametric nor nonparametric assumptions are met?,Identifying fraudulent questionnaires,If any parametric test does not reject null, does its nonparametric alternative do the same?,If linear regression is related to Pearson's correlation, are there any regression techniques related to Kendall's and Spearman's correlations?,Is concept of similarity objective?,List of suitable job positions for data analyst,Most interpretable classification models,Name for the special estimate of the mean,One predictive model for all data vs subject/group specific models,Periods in history of statistics,Prizes awarded in statistics, data mining and machine learning,Regression with sequence as predictor,Relations between distributions,Similarity measure between two colors?,The best estimate of age of a person in social network,Timeline of machine learning and data mining breakthroughs,Variance of nominal variable?,What are new tasks in data mining?,What are the statistical reasons behind defining BMI index as weight/height$^2$?,What current methods for statistical disclosure limitation are best trade-offs between data privacy and data utility?,What is the nonparametric variant of multivariate ANOVA with more than one one factor (and with interactions between factors)?,Which are the most effective clustering ensembles?,Which statistical topics to teach in European Studies study programme?,Why are all known distributions unimodal?,Why are there more bayesians than frequentists in astrophysics?,Why the most of world correlations are positive?"
"30714","Regression of data that includes a date"
"32337","Transfer functions in R (TSA package)"
"58846","Calcuate Bayes Factor for Adjusted Mean Difference"
"101388","R nnet (Caret) not giving results for size = 8 and above"
"131684","Manage NA with dummies in R,Weight a data frame to use the plm and glm package"
"130897","DCC-GARCH: how to test restricted vs. unrestricted model with LR test"
"14123","GBM relative influence,How to reduce the number of feature levels without losing information?,Random forest computing time in R,What is the relationship between 10-fold CV RMSE and test set RMSE score?"
"16542","Are two Pearson correlation coefficients different?,Bayesian method to compare correlations,Calculating SE, z, and p value in Cox PH model,Calculating/communicating effect size in cox mixed effect models,Cox regression slope - understanding the sign of the slope,Defining ""p"" value for glmm randomisation psuedo-p value,Flat, conjugate, and hyper- priors. What are they?,GLMM with correlated explanatory variables,How to find the significantly different groups in Random Effects,Intercept in mixed effects cox regression (coxme in R),Long-tailed random effect posterior distribution from unbalanced design,Marginal and Conditional $R^2$ for GLMM,Multivariate/interaction prediction from glmm,Paired t-test to test trends in regression coefficients between groups,Prediction using fixed effects in glmm,Pros and cons of meta-analyses,Reconstructing slopes in mixed effect models,Standard error of reconstructed slopes (coxph/coxme),Test for variation using random effects model,Using correlation for ""explained variation"",Using DIC for model selection: (in)valid comparisons,Using DIC to test which data should be used - different sample sizes,Using randomisation of fixed effects for a psuedo-p in mcmc glmm,Variance explained $R^2$ by separate fixed effects (and interactions),What is going on in an MCMC chain?,What is the belief parameter (nu)?,What is the difference between a flat and weak prior?"
